RAEKE+AD,KSP+AD
0.9218594148976351,0.95
0.9,0.9499999999999998
0.9499999999999997,0.9499999999999998
0.9,0.9500000000000001
0.8999999999999999,0.95
0.95,0.9500000000000002
0.8999999999999997,0.95
0.95,0.9500000000000002
0.9499999999999997,0.95
0.8999999999999999,0.95
0.9500000000000002,0.9499999999999998
0.9000000000000001,0.9499999999999998
0.9,0.9499999999999998
0.9000000000000001,0.9500000000000002
0.9000000000000002,0.9499999999999998
0.95,0.95
0.9,0.9000000000000002
0.9000000000000001,0.9500000000000001
0.9053593167085394,0.95
0.9355625040599566,0.9499999999999997
0.95,0.95
0.9,0.95
0.9,0.9500000000000001
0.8999999999999999,0.9499999999999998
0.9,0.95
0.9,0.9500000000000001
0.8594958926164531,0.9000000000000001
0.95,0.95
0.9,0.95
0.8999999999999999,0.9500000000000001
0.95,0.95
0.95,0.9499999999999998
0.95,0.9500000000000001
0.9080274602695906,0.95
0.8080681920164693,0.9499999999999998
0.9000000000000001,0.95
0.95,0.9500000000000001
0.9,0.9499999999999997
0.915565969396344,0.9499999999999997
0.8999999999999999,0.95
0.9,0.9000000000000001
0.9,0.95
0.9,0.9500000000000001
0.8999999999999999,0.9499999999999998
0.95,0.9499999999999997
0.7999999999999999,0.95
0.95,0.9500000000000002
0.9499999999999998,0.9499999999999998
0.9,0.95
0.9499999999999998,0.95
0.9,0.95
0.9000000000000001,0.95
0.9,0.9500000000000001
0.9000000000000001,0.9500000000000001
0.7999999999999998,0.9499999999999997
0.9000000000000001,0.9500000000000001
0.9499999999999998,0.95
0.9499999999999998,0.95
0.8,0.9000000000000001
0.9,0.9499999999999997
0.9000000000000001,0.9499999999999997
0.8385203094052704,0.95
0.9500000000000001,0.95
0.9448258701245865,0.9499999999999998
0.9030534635660488,0.9499999999999998
0.9000000000000001,0.95
0.906705361981555,0.9499999999999998
0.8658126977753777,0.9500000000000001
0.9,0.95
0.9000000000000001,0.9500000000000001
0.9027669224240512,0.9500000000000001
0.95,0.9500000000000001
0.8999999999999999,0.9499999999999997
0.8999999999999999,0.95
0.9,0.9
0.9499999999999998,0.9500000000000001
0.9500000000000001,0.9500000000000001
0.9373700564579875,0.9
0.9499999999999998,0.9499999999999997
0.9499999999999998,0.9500000000000001
0.9703401410624208,0.9500000000000001
0.9499999999999997,0.9500000000000002
0.9499999999999997,0.95
0.95,0.9499999999999997
0.9499999999999997,0.95
0.9499999999999997,0.95
0.9500000000000001,0.9500000000000001
0.9499999999999997,0.95
1.0521003181882722,0.988671225513152
1.1009285354418448,0.974215798219466
0.9499999999999998,0.9500000000000001
0.9499999999999998,0.95
0.9100891006715671,0.9499999999999998
0.95,0.9500000000000001
0.95,0.9499999999999998
0.95,0.9499999999999996
0.9499999999999998,0.9499999999999998
0.9500000000000002,0.9000000000000001
1.103776488017425,1.0955882692125325
0.9499999999999998,0.9499999999999998
0.95,0.9500000000000002
0.95,0.9500000000000001
1.0996748766732574,0.9500000000000001
0.9000000000000001,0.95
0.9499999999999998,0.95
1.0076704918641421,0.9500000000000001
0.9500000000000001,0.9499999999999998
0.95,0.95
0.9499999999999998,0.9500000000000001
0.95,0.9499999999999998
0.9045729177653248,0.9500000000000001
1.0819073528694947,0.9694911409999849
0.9500000000000002,0.9500000000000001
1.0100164173748571,0.95
0.9500000000000002,0.9500000000000001
1.1498777140399454,1.0483167613629234
1.00780325630633,0.9499999999999998
0.9500000000000001,0.9500000000000001
0.9499999999999998,0.8999999999999998
0.95,0.9499999999999997
0.9500000000000002,0.9500000000000002
