ALL+LB,ALL+AD,RAEKE+LB,RAEKE+AD,KSP+LB,KSP+AD
1.1752482827958592,0.9499999999999998,1.3258600171385473,0.9500000000000002,0.7470575133089434,0.8999999999999998
0.9106280883283056,0.9113984518561162,1.1604258130843603,0.9030280897517358,0.5611570312380201,0.8000000000000002
0.9889421355481757,0.983446811814453,1.1681329299823644,0.9499999999999998,0.6384213536741166,0.7999999999999999
0.9515739414116494,0.9972137198295267,1.1642223984808668,0.9972137198295268,0.7057810414171152,0.8863194110361136
0.7899597844582378,0.9500000000000002,1.2875247521033115,0.9500000000000002,0.7253461837376145,0.8055545434197742
1.1496105823308382,1.0219254006873038,1.163298495699053,1.021925400687304,0.7064678960201773,0.9000000000000004
1.094075533274971,0.9506270710267737,1.3123779375253635,0.9506270710267742,0.5856745579409418,0.8161415006359842
0.9867230156033642,0.9854132918593388,1.2959495112698103,0.9739262319166878,0.7238600488193513,0.8403144609309342
1.2395830883975356,0.9500000000000004,1.3457131803533928,0.9499999999999998,0.7083029861524183,0.8003980121874793
1.190658737197777,1.0456071621326177,1.335457509460515,1.0479673220930903,0.6568912508426583,0.9118224617033158
1.0889485570539243,0.9500000000000005,1.2938862232999897,0.9500000000000002,0.6556058016518493,0.8911719332877072
1.0195216302722412,0.95,1.0705405147018787,0.9499999999999998,0.7232023895091121,0.9000000000000001
0.9577768587050943,1.116497741563361,1.3367021888505628,1.1187748705558866,0.7401119958408306,0.9
0.9542486682003645,0.9500000000000005,1.367578891462021,0.95,0.7809544383312516,0.8726285192092831
0.9041494896942058,0.95,1.3184896527036782,0.9499999999999998,0.7014829100169606,0.864067868359945
1.0657689581023306,0.95,1.2969915582547715,0.9499999999999996,0.6335428467461327,0.8605446795017893
1.0103428810650932,0.9500000000000004,1.2593213453133763,0.9499999999999998,0.66476934821446,0.8862063841884597
0.9734577508273883,0.9499999999999998,1.157744376147374,0.95,0.6836656074651081,0.8403034280349336
1.0944620788210568,0.9500000000000007,1.3392334772989876,0.9500000000000004,0.5835116384287097,0.8558995359401571
1.051235981653891,0.9736623515209404,1.1784284791003599,0.9736623515209407,0.6837540639935027,0.8605736828351361
0.9312839967260279,1.0394080488008854,1.3561578447563662,1.038993643909664,0.6545454922762903,0.8951413850156411
0.934938394627966,1.0083182171429492,1.3148604637194157,0.9849884410225126,0.5988068985984432,0.8490561099727463
